Record_ID,Project_Code,Project_Title,Lead_Author,Graduation_Year,Institution,Contact_Email,Start_Date,Duration_Months,Budget_USD,Category,Notes
REC-3097,PRJ-2026-4052,Study on GIS Mapping,Stephen Miller,Unknown,"Berkeley, University of California",contact@lab.org,2018-11-05,28,-$200.00,Python,Notes on &quot;UIUC&quot;
REC-3098,PRJ20261001,Study on Metadata,Kathryn Write,2022,Univ. of Illinois (UIUC),jdoe@illinois.edu,2099-12-31,3,-$433.00,Archival Studies,Na&iuml;ve Bayes test
REC-3099,PRJ20261001,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Smith,Unknown,UNLV,a.wright@berkeley.edu,2018-11-05,7,29707.19,Python,Caf&eacute; study group
REC-3100,PRJ-2026-8819,Analysis of Machine Learning,Patricia Taylor Garcia,c. 2005,university of illinois at urbana-champaign,jdoe@illinois.edu,2099-12-31,20,FREE,Python,Notes on &quot;UIUC&quot;
REC-3101,PRJ-2026-4052,Proj A,Dr. Jane Mary Smith,Class of 2018,Cal Berkeley,contact@lab.org,1900-01-01,32,-$374.00,Data Science,Na&iuml;ve Bayes test
REC-3102,PRJ-2026-1001,Proj A,A. PROF. WILSON,Class of 2018,UC Berkeley,jdoe@illinois.edu,2018-11-05,34,-$342.00,Cataloging,Phase 1 &amp; 2 complete
REC-3103,PRJ-2026-4052,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Johnson,2021,Univ. of Illinois (UIUC),jdoe@illinois.edu,,43,-$418.00,Cataloging,Phase 1 &amp; 2 complete
REC-3104,PRJ-2026-4052,Analysis of Archival Studies,Alexandr Wright,1998,UNLV,contact@lab.org,2018-11-05,34,FREE,Python,Phase 1 &amp; 2 complete
REC-3105,PRJ-26-1001,Investigation into Machine Learning and Modern Data Pipelines,Smith,2005,"Las Vegas, University of Nevada",r.johnson@mit.edu,2025-12-01,13,FREE,Cataloging,Cost &lt; Budget
REC-3106,prj-2026-1001,National Science Foundation Geospatial Analysis Infrastructure Program,Dr. Johnson,2005,Cal Berkeley,smith@unlv.edu,2016-03-12,8,FREE,Cataloging,Caf&eacute; study group
REC-3107,PRJ20261001,National Science Foundation Geospatial Analysis Infrastructure Program,Dr. Brown,c. 2005,"Urbana-Champaign, University of Illinois",r.johnson@mit.edu,2016-03-12,18,-$139.00,Python,Phase 1 &amp; 2 complete
,,,,,,,,,,Machine Learning,Sub-tag record
,,,,,,,,,,Cataloging,Sub-tag record
,,,,,,,,,,Archival Studies,Sub-tag record
REC-3108,PRJ-2026-8819,Comprehensive Digital Humanities Data Archival Research Project Phase 1,Dr. Doe,2020,Univ of Nevada Las Vegas,jdoe@illinois.edu,2020-01-15,34,"$85,471.30",Data Science,Cost &lt; Budget
REC-3109,prj-2026-1001,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Brown,,university of illinois at urbana-champaign,r.johnson@mit.edu,2018-11-05,15,42063.77,Data Science,Notes on &quot;UIUC&quot;
REC-3110,,Analysis of Machine Learning,Alexandr Wright,N/A,UNLV,r.johnson@mit.edu,2018-11-05,9,31508.53 USD,Data Science,Caf&eacute; study group
REC-3111,PRJ-2026-4052,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Doe,2005,UC Berkeley,contact@lab.org,2018-11-05,40,169258.61,GIS Mapping,Cost &lt; Budget
REC-3112,PRJ-2026-9900,Study on Machine Learning,Jeffrey Clarke,,Urbana Champaign University of Illinois,a.wright@berkeley.edu,2018-11-05,29,"$71,465.93",Metadata,Cost &lt; Budget
REC-3113,prj-2026-1001,Study on Data Science,Jayne Smyth,2018,Univ. of Illinois (UIUC),contact@lab.org,2023-09-30,35,-$300.00,GIS Mapping,Caf&eacute; study group
REC-3114,PRJ20261001,Study on Archival Studies,Christina Taylor,2021,UIUC,a.wright@berkeley.edu,2025-12-01,29,70658.89,Machine Learning,Na&iuml;ve Bayes test
REC-3115,PRJ-2026-4052,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Doe,1882,Univ of Illinois Urbana Champaign,jdoe@illinois.edu,2021-07-22,11,23685.03,Ethics,Phase 1 &amp; 2 complete
REC-3116,prj-2026-1001,Analysis of Ethics,Michael OBrown,2015,Univ of Nevada Las Vegas,smith@unlv.edu,1900-01-01,33,FREE,Metadata,Notes on &quot;UIUC&quot;
REC-3117,PRJ-2026-1001,Study on GIS Mapping,Steven Miller,2012,UIUC,a.wright@berkeley.edu,2099-12-31,22,-$474.00,Ethics,Caf&eacute; study group
REC-3118,PRJ20261001,Investigation into Bioinformatics and Modern Data Pipelines,m. davis,2018,"Las Vegas, University of Nevada",a.wright@berkeley.edu,2020-01-15,44,110621.45,Data Science,Phase 1 &amp; 2 complete
REC-3119,PRJ20261001,Study on Data Science,Stephen Miller,2020,U.N.L.V.,duplicate.user@research.org,2020-01-15,11,FREE,GIS Mapping,Cost &lt; Budget
REC-3120,INVALID_CODE,Study on Ethics,Catherine Wright,1998,UC Berkeley,a.wright@berkeley.edu,2021-07-22,47,-$436.00,Ethics,Na&iuml;ve Bayes test
REC-3121,,Analysis of Bioinformatics,Alexander Wright,2005,Urbana Champaign University of Illinois,a.wright@berkeley.edu,1900-01-01,5,FREE,Archival Studies,Na&iuml;ve Bayes test
REC-3122,INVALID_CODE,Analysis of Python,Johnathan Doe,2012,UC Berkeley,jdoe@illinois.edu,2020-01-15,23,51711.8 USD,Python,Phase 1 &amp; 2 complete
REC-3123,,Study on Data Science,Catherine Wright,Unknown,M.I.T.,contact@lab.org,2023-09-30,39,129802.33 USD,Python,Na&iuml;ve Bayes test
REC-3124,,Investigation into Ethics and Modern Data Pipelines,m. davis,2022,"Technology, Massachusetts Institute of",smith@unlv.edu,2016-03-12,25,42971.95,Python,Cost &lt; Budget
REC-3125,PRJ-2026-9900,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Doe,2050,U.N.L.V.,jdoe@illinois.edu,2021-07-22,42,71482.43,Bioinformatics,Phase 1 &amp; 2 complete
REC-3126,PRJ-2026-4052,Analysis of Machine Learning,Patricia Taylor Garcia,N/A,University of Illinois at Urbana-Champaign,r.johnson@mit.edu,2021-07-22,25,"$92,560.10",Python,Caf&eacute; study group
REC-3127,PRJ-2026-8819,Study on Cataloging,Jeffrey Clarke,2022,M.I.T.,r.johnson@mit.edu,1900-01-01,32,"$131,364.02",Cataloging,Caf&eacute; study group
REC-3128,PRJ-2026-4052,Analysis of Ethics,Michael O'Brown,2022,Univ of Illinois Urbana Champaign,a.wright@berkeley.edu,,39,146263.66,GIS Mapping,Na&iuml;ve Bayes test
REC-3129,INVALID_CODE,Proj A,Dr. Jane Mary Smith,2005,university of illinois at urbana-champaign,r.johnson@mit.edu,2021-07-22,16,27375.85,Cataloging,Caf&eacute; study group
REC-3130,PRJ-2026-1001,Analysis of Ethics,Johnathan Doe,c2020,"University of California, Berkeley",smith@unlv.edu,1900-01-01,40,"$166,634.42",Machine Learning,Cost &lt; Budget
,,,,,,,,,,Data Science,Sub-tag record
,,,,,,,,,,Ethics,Sub-tag record
,,,,,,,,,,Python,Sub-tag record
REC-3131,PRJ-2026-4052,Investigation into Ethics and Modern Data Pipelines,Dr. Jane Mary Smith,2018,university of illinois at urbana-champaign,smith@unlv.edu,,48,-$144.00,Metadata,Notes on &quot;UIUC&quot;
REC-3132,PRJ-2026-9900,Comprehensive Digital Humanities Data Archival Research Project Phase 1,Dr. Brown,1882,"Technology, Massachusetts Institute of",a.wright@berkeley.edu,2020-01-15,41,"$132,094.91",Metadata,Phase 1 &amp; 2 complete
REC-3133,prj-2026-1001,Study on GIS Mapping,Jeffrey Clarke,Class of 2018,M.I.T.,smith@unlv.edu,2023-09-30,29,"$74,926.42",GIS Mapping,Notes on &quot;UIUC&quot;
REC-3134,PRJ-26-1001,Proj A,Smith,2021,"Las Vegas, University of Nevada",smith@unlv.edu,2025-12-01,32,FREE,Metadata,Cost &lt; Budget
,,,,,,,,,,Ethics,Sub-tag record
,,,,,,,,,,Python,Sub-tag record
REC-3135,INVALID_CODE,Analysis of Bioinformatics,Alexander Wright,2022,MIT,a.wright@berkeley.edu,2018-11-05,41,-$398.00,Ethics,Na&iuml;ve Bayes test
REC-3136,,Investigation into Bioinformatics and Modern Data Pipelines,m. davis,2012.0,MIT,smith@unlv.edu,2099-12-31,11,-$374.00,Cataloging,Caf&eacute; study group
REC-3137,PRJ-26-1001,Investigation into Data Science and Modern Data Pipelines,Jane Smith,Unknown,"University of California, Berkeley",r.johnson@mit.edu,2018-11-05,24,89227.0 USD,Machine Learning,Na&iuml;ve Bayes test
REC-3138,PRJ20261001,Proj A,Jane Smith,1882,"Berkeley, University of California",jdoe@illinois.edu,1900-01-01,5,"$11,219.63",Archival Studies,Cost &lt; Budget
REC-3139,PRJ-26-1001,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Johnson,2050,Urbana Champaign University of Illinois,contact@lab.org,2021-07-22,5,12925.46,Cataloging,Caf&eacute; study group
REC-3140,PRJ-2026-9900,Analysis of Machine Learning,Alexandr Wright,c. 2005,UC Berkeley,a.wright@berkeley.edu,,32,"$48,809.58",Machine Learning,Cost &lt; Budget
REC-3141,PRJ-26-1001,National Science Foundation Geospatial Analysis Infrastructure Program,Dr. Doe,Class of 2018,"Berkeley, University of California",r.johnson@mit.edu,2025-12-01,46,113106.25,Data Science,Cost &lt; Budget
REC-3142,PRJ-2026-8819,Investigation into Bioinformatics and Modern Data Pipelines,A. PROF. WILSON,,MIT,contact@lab.org,2020-01-15,5,18604.01 USD,Data Science,Phase 1 &amp; 2 complete
REC-3143,PRJ-2026-4052,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Smith,Unknown,"Las Vegas, University of Nevada",jdoe@illinois.edu,2020-01-15,47,133046.63 USD,Data Science,Cost &lt; Budget
REC-3144,PRJ-2026-4052,Comprehensive Digital Humanities Data Archival Research Project Phase 1,Dr. Smith,1882,"Las Vegas, University of Nevada",a.wright@berkeley.edu,,20,38936.09 USD,GIS Mapping,Caf&eacute; study group
REC-3145,PRJ-2026-4052,Comprehensive Digital Humanities Data Archival Research Project Phase 1,Dr. Brown,2050,Univ of Nevada Las Vegas,a.wright@berkeley.edu,2018-11-05,35,"$101,134.52",Metadata,Phase 1 &amp; 2 complete
REC-3146,PRJ20261001,Comprehensive Digital Humanities Data Archival Research Project Phase 1,Dr. Brown,'15,"Las Vegas, University of Nevada",jdoe@illinois.edu,2021-07-22,27,-$389.00,Archival Studies,Notes on &quot;UIUC&quot;
REC-3147,,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Smith,Class of 2018,"Urbana-Champaign, University of Illinois",smith@unlv.edu,2018-11-05,41,-$402.00,GIS Mapping,Caf&eacute; study group
REC-3148,PRJ-2026-4052,Investigation into Metadata and Modern Data Pipelines,A. PROF. WILSON,2015,MIT,contact@lab.org,2018-11-05,35,97230.53,Cataloging,Notes on &quot;UIUC&quot;
REC-3149,PRJ-2026-8819,Study on Bioinformatics,Geoffrey Clark,2021,U.N.L.V.,jdoe@illinois.edu,2099-12-31,33,FREE,Archival Studies,Cost &lt; Budget
REC-3150,prj-2026-1001,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Doe,c2020,U.N.L.V.,a.wright@berkeley.edu,2016-03-12,11,FREE,Machine Learning,Cost &lt; Budget
REC-3151,PRJ-2026-8819,Comprehensive Digital Humanities Data Archival Research Project Phase 1,Dr. Johnson,2021,university of illinois at urbana-champaign,jdoe@illinois.edu,2016-03-12,1,750000.0 USD,Cataloging,Caf&eacute; study group
REC-3152,prj-2026-1001,Study on Metadata,Jayne Smyth,2020,UIUC,r.johnson@mit.edu,2020-01-15,31,FREE,Python,Caf&eacute; study group
REC-3153,PRJ-2026-4052,Analysis of Metadata,Alexandr Wright,N/A,UNLV,a.wright@berkeley.edu,2025-12-01,42,FREE,Machine Learning,Na&iuml;ve Bayes test
REC-3154,,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Johnson,Pending,Urbana Champaign University of Illinois,r.johnson@mit.edu,2020-01-15,44,"$148,482.32",GIS Mapping,Caf&eacute; study group
REC-3155,PRJ-26-1001,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Smith,2022,Urbana Champaign University of Illinois,contact@lab.org,2021-07-22,47,99581.84,Metadata,Cost &lt; Budget
REC-3156,PRJ-2026-4052,Study on Archival Studies,Jeffrey Clarke,2018,UNLV,contact@lab.org,2099-12-31,21,88960.34,Archival Studies,Notes on &quot;UIUC&quot;
REC-3157,PRJ-2026-9900,Investigation into Archival Studies and Modern Data Pipelines,m. davis,Class of 2018,"Las Vegas, University of Nevada",r.johnson@mit.edu,2016-03-12,6,"$9,878.56",Ethics,Cost &lt; Budget
REC-3158,PRJ-2026-9900,Analysis of Bioinformatics,Robert Jhnson,Pending,Univ. of Illinois (UIUC),r.johnson@mit.edu,2099-12-31,38,97086.53,Bioinformatics,Caf&eacute; study group
REC-3159,PRJ-2026-8819,Study on Machine Learning,Brian Stuart,Class of 2018,University of Illinois at Urbana-Champaign,duplicate.user@research.org,2025-12-01,25,-$322.00,Data Science,Cost &lt; Budget
,,,,,,,,,,Cataloging,Sub-tag record
,,,,,,,,,,Machine Learning,Sub-tag record
REC-3160,PRJ-26-1001,Comprehensive Digital Humanities Data Archival Research Project Phase 1,Dr. Brown,2050,MIT,smith@unlv.edu,2018-11-05,10,"$35,569.13",Python,Caf&eacute; study group
REC-3161,prj-2026-1001,Study on GIS Mapping,Christina Taylor,,"University of Nevada, Las Vegas",r.johnson@mit.edu,2020-01-15,25,FREE,Archival Studies,Caf&eacute; study group
REC-3162,PRJ-26-1001,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Brown,'15,UNLV,r.johnson@mit.edu,2099-12-31,14,FREE,Archival Studies,Na&iuml;ve Bayes test
REC-3163,prj-2026-1001,National Science Foundation Geospatial Analysis Infrastructure Program,Dr. Doe,,Univ of Illinois Urbana Champaign,smith@unlv.edu,2016-03-12,16,FREE,Machine Learning,Notes on &quot;UIUC&quot;
REC-3164,PRJ-26-1001,Proj A,m. davis,2018,Univ of Nevada Las Vegas,a.wright@berkeley.edu,2025-12-01,38,-$140.00,Data Science,Phase 1 &amp; 2 complete
REC-3165,PRJ-2026-1001,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Smith,1882,Univ. of Illinois (UIUC),smith@unlv.edu,2099-12-31,24,FREE,Ethics,Cost &lt; Budget
REC-3166,PRJ-2026-9900,Analysis of Bioinformatics,Robert Johnson,Unknown,M.I.T.,smith@unlv.edu,2021-07-22,16,FREE,Archival Studies,Cost &lt; Budget
REC-3167,PRJ-2026-8819,Analysis of Ethics,Michael O'Brown,N/A,Urbana Champaign University of Illinois,contact@lab.org,2018-11-05,3,"$5,741.58",Metadata,Cost &lt; Budget
REC-3168,INVALID_CODE,Study on GIS Mapping,Jeffrey Clarke,c2020,"University of California, Berkeley",contact@lab.org,2025-12-01,7,18085.04,Machine Learning,Notes on &quot;UIUC&quot;
REC-3169,PRJ20261001,Study on Ethics,Jeffrey Clarke,1882,UC Berkeley,contact@lab.org,2021-07-22,39,"$174,112.79",Cataloging,Phase 1 &amp; 2 complete
REC-3170,prj-2026-1001,Analysis of Cataloging,Robert Jhnson,2022,Univ of Illinois Urbana Champaign,smith@unlv.edu,2018-11-05,6,FREE,Archival Studies,Cost &lt; Budget
REC-3171,PRJ-2026-1001,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Smith,N/A,Univ. of Illinois (UIUC),jdoe@illinois.edu,2016-03-12,4,12729.3 USD,Metadata,Caf&eacute; study group
REC-3172,INVALID_CODE,Study on GIS Mapping,Bryan Stewart,2005,U.N.L.V.,r.johnson@mit.edu,2016-03-12,7,-$499.00,Ethics,Notes on &quot;UIUC&quot;
REC-3173,PRJ-2026-9900,Investigation into Machine Learning and Modern Data Pipelines,Dr. Jane Mary Smith,Pending,U.N.L.V.,jdoe@illinois.edu,2020-01-15,60,-$375.00,Data Science,Notes on &quot;UIUC&quot;
,,,,,,,,,,GIS Mapping,Sub-tag record
,,,,,,,,,,Ethics,Sub-tag record
REC-3174,PRJ-2026-1001,Proj A,Dr. Jane Mary Smith,2021,Univ of Nevada Las Vegas,jdoe@illinois.edu,2099-12-31,30,89426.24,Archival Studies,Na&iuml;ve Bayes test
REC-3175,PRJ-2026-4052,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Johnson,2015,UNLV,contact@lab.org,2023-09-30,42,167434.48 USD,Cataloging,Cost &lt; Budget
REC-3176,PRJ-26-1001,Investigation into GIS Mapping and Modern Data Pipelines,m. davis,Pending,Univ. of Illinois (UIUC),a.wright@berkeley.edu,2018-11-05,21,FREE,Ethics,Na&iuml;ve Bayes test
,,,,,,,,,,GIS Mapping,Sub-tag record
REC-3177,prj-2026-1001,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Smith,2022,Massachusetts Institute of Technology,a.wright@berkeley.edu,2021-07-22,15,61124.13,Bioinformatics,Cost &lt; Budget
REC-3178,,Investigation into Data Science and Modern Data Pipelines,Dr. Jane Mary Smith,1882,"Berkeley, University of California",a.wright@berkeley.edu,2025-12-01,20,"$67,235.65",Bioinformatics,Na&iuml;ve Bayes test
,,,,,,,,,,Archival Studies,Sub-tag record
,,,,,,,,,,Python,Sub-tag record
,,,,,,,,,,Machine Learning,Sub-tag record
REC-3179,,Investigation into Machine Learning and Modern Data Pipelines,Dr. Jane Mary Smith,2012,Cal Berkeley,a.wright@berkeley.edu,2025-12-01,6,FREE,Cataloging,Notes on &quot;UIUC&quot;
REC-3180,PRJ-2026-9900,Study on Python,Catherine Wright,,Cal Berkeley,r.johnson@mit.edu,2099-12-31,1,750000.0,Cataloging,Na&iuml;ve Bayes test
,,,,,,,,,,Bioinformatics,Sub-tag record
,,,,,,,,,,Metadata,Sub-tag record
,,,,,,,,,,Data Science,Sub-tag record
REC-3181,PRJ-2026-9900,Proj A,Dr. Jane Mary Smith,2050,"Technology, Massachusetts Institute of",jdoe@illinois.edu,2020-01-15,24,"$91,894.64",Bioinformatics,Caf&eacute; study group
REC-3182,PRJ-26-1001,Proj A,Jane Smith,2015,"University of Nevada, Las Vegas",duplicate.user@research.org,2099-12-31,25,"$96,575.37",Metadata,Na&iuml;ve Bayes test
REC-3183,,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Doe,c2020,Massachusetts Institute of Technology,duplicate.user@research.org,2016-03-12,37,-$123.00,Cataloging,Cost &lt; Budget
REC-3184,PRJ-26-1001,Study on GIS Mapping,Stephen Miller,2012,university of illinois at urbana-champaign,a.wright@berkeley.edu,2021-07-22,23,-$236.00,Archival Studies,Notes on &quot;UIUC&quot;
REC-3185,prj-2026-1001,Proj A,Smith,2018,"Technology, Massachusetts Institute of",duplicate.user@research.org,1900-01-01,18,40366.11 USD,GIS Mapping,Phase 1 &amp; 2 complete
,,,,,,,,,,Machine Learning,Sub-tag record
REC-3186,PRJ-2026-9900,Proj A,Dr. Jane Mary Smith,1882,Massachusetts Institute of Technology,a.wright@berkeley.edu,,8,33757.09 USD,GIS Mapping,Caf&eacute; study group
REC-3187,PRJ-2026-8819,Study on Python,Kristina Tailor,N/A,"University of California, Berkeley",contact@lab.org,2023-09-30,22,FREE,Python,Na&iuml;ve Bayes test
REC-3188,prj-2026-1001,Analysis of Ethics,Johnathan Doee,Unknown,"University of California, Berkeley",smith@unlv.edu,2020-01-15,11,FREE,Ethics,Phase 1 &amp; 2 complete
REC-3189,PRJ-2026-9900,Analysis of Data Science,Johnathan Doee,Pending,University of Illinois at Urbana-Champaign,jdoe@illinois.edu,2020-01-15,20,86884.52,Python,Phase 1 &amp; 2 complete
REC-3190,INVALID_CODE,Proj A,m. davis,Class of 2018,U.N.L.V.,a.wright@berkeley.edu,1900-01-01,29,FREE,Machine Learning,Phase 1 &amp; 2 complete
REC-3191,INVALID_CODE,Investigation into Python and Modern Data Pipelines,Dr. Jane Mary Smith,Unknown,Massachusetts Institute of Technology,a.wright@berkeley.edu,2025-12-01,27,72970.53,Bioinformatics,Caf&eacute; study group
REC-3192,INVALID_CODE,Study on Data Science,Brian Stuart,c. 2005,"University of California, Berkeley",smith@unlv.edu,2023-09-30,14,23965.6,Ethics,Cost &lt; Budget
,,,,,,,,,,Archival Studies,Sub-tag record
,,,,,,,,,,GIS Mapping,Sub-tag record
,,,,,,,,,,Machine Learning,Sub-tag record
REC-3193,INVALID_CODE,Investigation into Archival Studies and Modern Data Pipelines,Jane Smith,Class of 2018,"Las Vegas, University of Nevada",jdoe@illinois.edu,2018-11-05,5,-$187.00,Ethics,Na&iuml;ve Bayes test
REC-3194,PRJ-2026-8819,Investigation into Ethics and Modern Data Pipelines,Jane Smith,2018,Univ of Nevada Las Vegas,a.wright@berkeley.edu,2023-09-30,30,"$63,195.23",Machine Learning,Caf&eacute; study group
REC-3195,PRJ-2026-9900,Comprehensive Digital Humanities Data Archival Research Project Phase 1,Dr. Doe,2020,Urbana Champaign University of Illinois,smith@unlv.edu,2021-07-22,9,-$234.00,Bioinformatics,Phase 1 &amp; 2 complete
REC-3196,PRJ-26-1001,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Johnson,c. 2005,"Berkeley, University of California",a.wright@berkeley.edu,2025-12-01,25,49010.98 USD,Machine Learning,Notes on &quot;UIUC&quot;
REC-3197,PRJ20261001,National Science Foundation Geospatial Analysis Infrastructure Program,Dr. Doe,Pending,Cal Berkeley,r.johnson@mit.edu,,31,-$202.00,Archival Studies,Notes on &quot;UIUC&quot;
REC-3198,PRJ-2026-9900,Study on Python,Kristina Tailor,N/A,Massachusetts Institute of Technology,a.wright@berkeley.edu,2021-07-22,39,-$323.00,Machine Learning,Na&iuml;ve Bayes test
REC-3199,PRJ-2026-4052,Investigation into Metadata and Modern Data Pipelines,A. PROF. WILSON,2018,Massachusetts Institute of Technology,contact@lab.org,1900-01-01,30,129084.44,Bioinformatics,Notes on &quot;UIUC&quot;
REC-3200,PRJ-2026-4052,Analysis of Ethics,Alexandr Wright,2022,"Las Vegas, University of Nevada",r.johnson@mit.edu,2099-12-31,30,-$124.00,Data Science,Na&iuml;ve Bayes test
REC-3201,PRJ-2026-1001,Analysis of Data Science,Robert Johnson,c. 2005,Cal Berkeley,smith@unlv.edu,2021-07-22,32,FREE,Python,Na&iuml;ve Bayes test
REC-3202,prj-2026-1001,Study on GIS Mapping,Brian Stuart,c2020,U.N.L.V.,r.johnson@mit.edu,1900-01-01,9,24048.52 USD,Cataloging,Notes on &quot;UIUC&quot;
REC-3203,PRJ-2026-8819,Analysis of Metadata,Patricia Taylor Garcia,1998,"Las Vegas, University of Nevada",a.wright@berkeley.edu,2025-12-01,8,"$34,905.83",Archival Studies,Notes on &quot;UIUC&quot;
REC-3204,PRJ-2026-8819,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Johnson,'15,"University of California, Berkeley",r.johnson@mit.edu,2016-03-12,36,86132.79,Python,Notes on &quot;UIUC&quot;
,,,,,,,,,,Data Science,Sub-tag record
,,,,,,,,,,Bioinformatics,Sub-tag record
REC-3205,PRJ20261001,Analysis of Ethics,Michael O'Brown,2050,"Urbana-Champaign, University of Illinois",contact@lab.org,2016-03-12,3,FREE,Data Science,Notes on &quot;UIUC&quot;
REC-3206,PRJ-2026-8819,Proj A,m. davis,c. 2005,"University of Nevada, Las Vegas",smith@unlv.edu,2099-12-31,17,50465.46,Archival Studies,Caf&eacute; study group
REC-3207,PRJ-26-1001,Proj A,Smith,2012.0,MIT,smith@unlv.edu,2025-12-01,9,"$21,278.71",Bioinformatics,Cost &lt; Budget
REC-3208,PRJ-2026-8819,Investigation into Machine Learning and Modern Data Pipelines,m. davis,2050,"University of Nevada, Las Vegas",contact@lab.org,2023-09-30,6,"$23,980.84",Machine Learning,Notes on &quot;UIUC&quot;
REC-3209,PRJ20261001,Analysis of Cataloging,Patricia Taylor-Garcia,2050,"University of Nevada, Las Vegas",smith@unlv.edu,,24,72305.75,Archival Studies,Na&iuml;ve Bayes test
REC-3210,PRJ-2026-4052,Analysis of Machine Learning,Michael O'Brown,2018,Univ. of Illinois (UIUC),jdoe@illinois.edu,2020-01-15,18,57637.4,Machine Learning,Caf&eacute; study group
REC-3211,PRJ-2026-8819,Comprehensive Digital Humanities Data Archival Research Project Phase 1,Dr. Doe,N/A,university of illinois at urbana-champaign,smith@unlv.edu,2016-03-12,46,"$113,877.95",GIS Mapping,Caf&eacute; study group
,,,,,,,,,,Ethics,Sub-tag record
,,,,,,,,,,Machine Learning,Sub-tag record
,,,,,,,,,,Cataloging,Sub-tag record
REC-3212,INVALID_CODE,National Science Foundation Geospatial Analysis Infrastructure Program,Dr. Doe,'15,Univ of Nevada Las Vegas,smith@unlv.edu,2018-11-05,47,"$177,680.78",Archival Studies,Cost &lt; Budget
REC-3213,PRJ20261001,Analysis of Archival Studies,Michael O'Brown,,Massachusetts Institute of Technology,smith@unlv.edu,,35,147258.21 USD,Python,Phase 1 &amp; 2 complete
REC-3214,PRJ-2026-1001,Proj A,Smith,1882,Urbana Champaign University of Illinois,smith@unlv.edu,2016-03-12,6,FREE,Metadata,Phase 1 &amp; 2 complete
REC-3215,,National Science Foundation Geospatial Analysis Infrastructure Program,Dr. Brown,c. 2005,MIT,r.johnson@mit.edu,1900-01-01,38,132019.99 USD,Cataloging,Phase 1 &amp; 2 complete
REC-3216,INVALID_CODE,National Science Foundation Geospatial Analysis Infrastructure Program,Dr. Johnson,2012,Urbana Champaign University of Illinois,r.johnson@mit.edu,2025-12-01,36,"$84,784.93",Bioinformatics,Caf&eacute; study group
REC-3217,,Analysis of Python,Patricia Taylor Garcia,1998,M.I.T.,jdoe@illinois.edu,2025-12-01,34,91380.1 USD,Python,Phase 1 &amp; 2 complete
REC-3218,PRJ-26-1001,Proj A,Dr. Jane Mary Smith,2012,"Urbana-Champaign, University of Illinois",a.wright@berkeley.edu,2020-01-15,28,-$231.00,Machine Learning,Notes on &quot;UIUC&quot;
REC-3219,PRJ-26-1001,Study on Metadata,Brian Stuart,2020,UNLV,r.johnson@mit.edu,2099-12-31,15,FREE,Bioinformatics,Na&iuml;ve Bayes test
REC-3220,PRJ-2026-9900,Proj A,Smith,2022,"Las Vegas, University of Nevada",r.johnson@mit.edu,2016-03-12,33,"$54,077.61",Archival Studies,Notes on &quot;UIUC&quot;
REC-3221,PRJ-26-1001,Analysis of Metadata,Michael O'Brown,2015,Univ of Illinois Urbana Champaign,smith@unlv.edu,2020-01-15,45,FREE,Python,Cost &lt; Budget
REC-3222,prj-2026-1001,Study on GIS Mapping,Jane Smith,c2020,UC Berkeley,contact@lab.org,2016-03-12,46,-$268.00,Data Science,Caf&eacute; study group
REC-3223,PRJ-2026-1001,Investigation into Cataloging and Modern Data Pipelines,A. PROF. WILSON,c2020,M.I.T.,contact@lab.org,2016-03-12,22,53027.59 USD,Bioinformatics,Caf&eacute; study group
REC-3224,,National Science Foundation Geospatial Analysis Infrastructure Program,Dr. Doe,2050,University of Illinois at Urbana-Champaign,smith@unlv.edu,1900-01-01,46,"$171,589.63",Python,Na&iuml;ve Bayes test
REC-3225,INVALID_CODE,Analysis of Bioinformatics,Patricia Taylor-Garcia,2050,UIUC,smith@unlv.edu,1900-01-01,12,FREE,Metadata,Na&iuml;ve Bayes test
REC-3226,prj-2026-1001,Investigation into GIS Mapping and Modern Data Pipelines,Jane Smith,2005,"Berkeley, University of California",jdoe@illinois.edu,2099-12-31,46,162831.33,Bioinformatics,Notes on &quot;UIUC&quot;
REC-3227,INVALID_CODE,Proj A,m. davis,2021,U.N.L.V.,r.johnson@mit.edu,2018-11-05,27,110977.2 USD,Ethics,Na&iuml;ve Bayes test
